date,clinic_name,visit_type,backlog_severity
2020-08-31,MARYBOROUGH DENTAL CLINIC,Priority 1,10.00
2020-08-31,MARYBOROUGH DENTAL CLINIC,Priority 2,2190.00
2020-08-31,MARYBOROUGH DENTAL CLINIC,Priority 3,420.00
2020-08-31,MILES DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,MILES DENTAL CLINIC,General,1301.25
2020-08-31,MILES DENTAL CLINIC,Priority 2,50.00
2020-08-31,MILES DENTAL CLINIC,Priority 3,15.00
2020-08-31,MITCHELL DENTAL CLINIC,General,401.25
2020-08-31,MONTO DENTAL CLINIC,General,311.25
2020-08-31,MORNINGTON ISLAND DENTAL,Clinical Assessment,10.00
2020-08-31,MORNINGTON ISLAND DENTAL,General,712.50
2020-08-31,MORNINGTON ISLAND DENTAL,Priority 2,0.00
2020-08-31,MORNINGTON ISLAND DENTAL,Priority 3,93.75
2020-08-31,MOSSMAN DENTAL CLINIC,General,2362.50
2020-08-31,MOSSMAN DENTAL CLINIC,Priority 3,82.50
2020-08-31,MS AREA WIDE CLUSTER,General Anaesthetic Category 1,10.00
2020-08-31,MS AREA WIDE CLUSTER,General Anaesthetic Category 2,2440.00
2020-08-31,MS AREA WIDE CLUSTER,General Anaesthetic Category 3,1241.25
2020-08-31,MS INNER BRISBANE CLUSTER,Clinical Assessment,60.00
2020-08-31,MS INNER BRISBANE CLUSTER,General,20088.75
2020-08-31,MS INNER BRISBANE CLUSTER,General Anaesthetic Category 2,0.00
2020-08-31,MS INNER BRISBANE CLUSTER,General Anaesthetic Category 3,0.00
2020-08-31,MS INNER BRISBANE CLUSTER,Priority 3,228.75
2020-08-31,MT ISA DENTAL CLINIC,Clinical Assessment,40.00
2020-08-31,MT ISA DENTAL CLINIC,General,2433.75
2020-08-31,MT ISA DENTAL CLINIC,General Anaesthetic Category 1,0.00
2020-08-31,MT ISA DENTAL CLINIC,General Anaesthetic Category 2,60.00
2020-08-31,MT ISA DENTAL CLINIC,General Anaesthetic Category 3,120.00
2020-08-31,MT ISA DENTAL CLINIC,Priority 1,20.00
2020-08-31,MT ISA DENTAL CLINIC,Priority 2,10.00
2020-08-31,MT ISA DENTAL CLINIC,Priority 3,210.00
2020-08-31,MT MORGAN DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,MT MORGAN DENTAL CLINIC,General,896.25
2020-08-31,MT MORGAN DENTAL CLINIC,Priority 1,50.00
2020-08-31,MT MORGAN DENTAL CLINIC,Priority 2,140.00
2020-08-31,MUNDUBBERA DENTAL CLINIC,General,416.25
2020-08-31,MUNGINDI DENTAL CLINIC,General,108.75
2020-08-31,NAMBOUR DENTAL CLINIC,Clinical Assessment,20.00
2020-08-31,NAMBOUR DENTAL CLINIC,General,6825.00
2020-08-31,NAMBOUR DENTAL CLINIC,Priority 1,10.00
2020-08-31,NAMBOUR DENTAL CLINIC,Priority 2,920.00
2020-08-31,NAMBOUR DENTAL CLINIC,Priority 3,873.75
2020-08-31,NATHAN INALA CLUSTER,Clinical Assessment,0.00
2020-08-31,NATHAN INALA CLUSTER,General,26025.00
2020-08-31,NATHAN INALA CLUSTER,General Anaesthetic Category 1,0.00
2020-08-31,NATHAN INALA CLUSTER,General Anaesthetic Category 2,0.00
2020-08-31,NATHAN INALA CLUSTER,Priority 3,236.25
2020-08-31,NOOSA DENTAL CLINIC,Clinical Assessment,100.00
2020-08-31,NOOSA DENTAL CLINIC,General,5827.50
2020-08-31,NOOSA DENTAL CLINIC,Priority 2,1040.00
2020-08-31,NOOSA DENTAL CLINIC,Priority 3,645.00
2020-08-31,ORAL HEALTH CENTRE,Clinical Assessment,30.00
2020-08-31,ORAL HEALTH CENTRE,General,17268.75
2020-08-31,ORAL HEALTH CENTRE,Priority 1,1110.00
2020-08-31,ORAL HEALTH CENTRE,Priority 2,13810.00
2020-08-31,ORAL HEALTH CENTRE,Priority 3,8430.00
2020-08-31,PALM BEACH DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,PALM BEACH DENTAL CLINIC,General,3791.25
2020-08-31,PALM BEACH DENTAL CLINIC,Priority 2,290.00
2020-08-31,PALM BEACH DENTAL CLINIC,Priority 3,386.25
2020-08-31,PINE RIVERS DENTAL CLINIC,Clinical Assessment,10.00
2020-08-31,PINE RIVERS DENTAL CLINIC,General,8111.25
2020-08-31,PINE RIVERS DENTAL CLINIC,Priority 1,310.00
2020-08-31,PINE RIVERS DENTAL CLINIC,Priority 2,390.00
2020-08-31,PINE RIVERS DENTAL CLINIC,Priority 3,1372.50
2020-08-31,PROSERPINE DENTAL,General,4166.25
2020-08-31,PROSERPINE DENTAL,Priority 2,70.00
2020-08-31,PROSERPINE DENTAL,Priority 3,240.00
2020-08-31,QUILPIE DENTAL CLINIC,General,101.25
2020-08-31,REDCLIFFE DENTAL CLINIC,Clinical Assessment,50.00
2020-08-31,REDCLIFFE DENTAL CLINIC,General,9802.50
2020-08-31,REDCLIFFE DENTAL CLINIC,General Anaesthetic Category 2,390.00
2020-08-31,REDCLIFFE DENTAL CLINIC,General Anaesthetic Category 3,187.50
2020-08-31,REDCLIFFE DENTAL CLINIC,Priority 1,120.00
2020-08-31,REDCLIFFE DENTAL CLINIC,Priority 2,1350.00
2020-08-31,REDCLIFFE DENTAL CLINIC,Priority 3,2478.75
2020-08-31,RICHMOND DENTAL CLINIC,General,11.25
2020-08-31,ROBINA DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,ROBINA DENTAL CLINIC,General,6228.75
2020-08-31,ROBINA DENTAL CLINIC,General Anaesthetic Category 3,3.75
2020-08-31,ROBINA DENTAL CLINIC,Priority 1,80.00
2020-08-31,ROBINA DENTAL CLINIC,Priority 2,820.00
2020-08-31,ROBINA DENTAL CLINIC,Priority 3,592.50
2020-08-31,ROCKHAMPTON DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,ROCKHAMPTON DENTAL CLINIC,General,14171.25
2020-08-31,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 1,20.00
2020-08-31,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 2,240.00
2020-08-31,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 3,258.75
2020-08-31,ROCKHAMPTON DENTAL CLINIC,Priority 1,240.00
2020-08-31,ROCKHAMPTON DENTAL CLINIC,Priority 2,1430.00
2020-08-31,ROCKHAMPTON DENTAL CLINIC,Priority 3,285.00
2020-08-31,ROMA HOSPITAL DENTAL CLIN,General,2047.50
2020-08-31,ROMA HOSPITAL DENTAL CLIN,General Anaesthetic Category 3,18.75
2020-08-31,ROMA HOSPITAL DENTAL CLIN,Priority 1,10.00
2020-08-31,ROMA HOSPITAL DENTAL CLIN,Priority 2,50.00
2020-08-31,ROMA HOSPITAL DENTAL CLIN,Priority 3,120.00
2020-08-31,SANDGATE DENTAL CLINIC,Clinical Assessment,30.00
2020-08-31,SANDGATE DENTAL CLINIC,General,5452.50
2020-08-31,SANDGATE DENTAL CLINIC,Priority 1,350.00
2020-08-31,SANDGATE DENTAL CLINIC,Priority 2,450.00
2020-08-31,SANDGATE DENTAL CLINIC,Priority 3,840.00
2020-08-31,SCUH DENTAL CLINIC,General,3.75
2020-08-31,SCUH DENTAL CLINIC,General Anaesthetic Category 1,0.00
2020-08-31,SCUH DENTAL CLINIC,General Anaesthetic Category 2,190.00
2020-08-31,SCUH DENTAL CLINIC,General Anaesthetic Category 3,75.00
2020-08-31,SCUH DENTAL CLINIC,Priority 2,10.00
2020-08-31,SCUH DENTAL CLINIC,Priority 3,3.75
2020-08-31,SMITHFIELD DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,SMITHFIELD DENTAL CLINIC,General,4563.75
2020-08-31,SMITHFIELD DENTAL CLINIC,Priority 3,228.75
2020-08-31,ST GEORGE DENTAL CLINIC,General,352.50
2020-08-31,ST GEORGE DENTAL CLINIC,Priority 3,45.00
2020-08-31,STAFFORD DENTAL CLINIC,Clinical Assessment,20.00
2020-08-31,STAFFORD DENTAL CLINIC,General,7773.75
2020-08-31,STAFFORD DENTAL CLINIC,Priority 1,170.00
2020-08-31,STAFFORD DENTAL CLINIC,Priority 2,970.00
2020-08-31,STAFFORD DENTAL CLINIC,Priority 3,1293.75
2020-08-31,STANTHORPE DENTAL CLINIC,Clinical Assessment,10.00
2020-08-31,STANTHORPE DENTAL CLINIC,General,2520.00
2020-08-31,STANTHORPE DENTAL CLINIC,Priority 1,0.00
2020-08-31,STANTHORPE DENTAL CLINIC,Priority 2,10.00
2020-08-31,STANTHORPE DENTAL CLINIC,Priority 3,22.50
2020-08-31,SURAT DENTAL CLINIC,General,135.00
2020-08-31,SURAT DENTAL CLINIC,Priority 3,18.75
2020-08-31,THARGOMINDAH DENTAL SERVI,General,48.75
2020-08-31,TOOWOOMBA DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,TOOWOOMBA DENTAL CLINIC,General,12963.75
2020-08-31,TOOWOOMBA DENTAL CLINIC,General Anaesthetic Category 1,0.00
2020-08-31,TOOWOOMBA DENTAL CLINIC,General Anaesthetic Category 2,290.00
2020-08-31,TOOWOOMBA DENTAL CLINIC,General Anaesthetic Category 3,375.00
2020-08-31,TOOWOOMBA DENTAL CLINIC,Priority 1,40.00
2020-08-31,TOOWOOMBA DENTAL CLINIC,Priority 2,860.00
2020-08-31,TOOWOOMBA DENTAL CLINIC,Priority 3,840.00
2020-08-31,TORRES STRAIT DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,TORRES STRAIT DENTAL CLINIC,General,810.00
2020-08-31,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 1,40.00
2020-08-31,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 2,470.00
2020-08-31,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 3,3.75
2020-08-31,TORRES STRAIT DENTAL CLINIC,Priority 1,0.00
2020-08-31,TORRES STRAIT DENTAL CLINIC,Priority 3,7.50
2020-08-31,TOWNSVILLE DENTAL CLINIC,Clinical Assessment,20.00
2020-08-31,TOWNSVILLE DENTAL CLINIC,General,6915.00
2020-08-31,TOWNSVILLE DENTAL CLINIC,General Anaesthetic Category 2,210.00
2020-08-31,TOWNSVILLE DENTAL CLINIC,General Anaesthetic Category 3,112.50
2020-08-31,TOWNSVILLE DENTAL CLINIC,Priority 1,20.00
2020-08-31,TOWNSVILLE DENTAL CLINIC,Priority 2,610.00
2020-08-31,TOWNSVILLE DENTAL CLINIC,Priority 3,1057.50
2020-08-31,TULLY DENTAL CLINIC,General,2936.25
2020-08-31,TULLY DENTAL CLINIC,Priority 1,10.00
2020-08-31,TULLY DENTAL CLINIC,Priority 3,108.75
2020-08-31,WARWICK DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,WARWICK DENTAL CLINIC,General,2118.75
2020-08-31,WARWICK DENTAL CLINIC,General Anaesthetic Category 1,10.00
2020-08-31,WARWICK DENTAL CLINIC,General Anaesthetic Category 3,7.50
2020-08-31,WARWICK DENTAL CLINIC,Priority 1,10.00
2020-08-31,WARWICK DENTAL CLINIC,Priority 2,280.00
2020-08-31,WARWICK DENTAL CLINIC,Priority 3,75.00
2020-08-31,WOORABINDA DENTAL CLINIC,Clinical Assessment,0.00
2020-08-31,WOORABINDA DENTAL CLINIC,General,0.00
2020-08-31,WOORABINDA DENTAL CLINIC,Priority 1,0.00
2020-08-31,WOORABINDA DENTAL CLINIC,Priority 2,0.00
2020-08-31,YARRABAH DENTAL CLINIC,General,3.75
2020-09-30,ATHERTON DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,ATHERTON DENTAL CLINIC,General,4762.50
2020-09-30,ATHERTON DENTAL CLINIC,Priority 1,10.00
2020-09-30,ATHERTON DENTAL CLINIC,Priority 2,10.00
2020-09-30,ATHERTON DENTAL CLINIC,Priority 3,397.50
2020-09-30,AUGATHELLA DENTAL CLINIC,General,41.25
2020-09-30,AYR DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,AYR DENTAL CLINIC,General,521.25
2020-09-30,AYR DENTAL CLINIC,General Anaesthetic Category 2,10.00
2020-09-30,AYR DENTAL CLINIC,Priority 1,0.00
2020-09-30,AYR DENTAL CLINIC,Priority 2,0.00
2020-09-30,AYR DENTAL CLINIC,Priority 3,183.75
2020-09-30,BAYSIDE CLUSTER,Clinical Assessment,30.00
2020-09-30,BAYSIDE CLUSTER,General,26805.00
2020-09-30,BAYSIDE CLUSTER,General Anaesthetic Category 2,0.00
2020-09-30,BAYSIDE CLUSTER,General Anaesthetic Category 3,0.00
2020-09-30,BAYSIDE CLUSTER,Priority 3,307.50
2020-09-30,BEENLEIGH BEAUDESERT CLUS,Clinical Assessment,10.00
2020-09-30,BEENLEIGH BEAUDESERT CLUS,General,38347.50
2020-09-30,BEENLEIGH BEAUDESERT CLUS,General Anaesthetic Category 2,0.00
2020-09-30,BEENLEIGH BEAUDESERT CLUS,General Anaesthetic Category 3,0.00
2020-09-30,BEENLEIGH BEAUDESERT CLUS,Priority 3,521.25
2020-09-30,BILOELA DENTAL CLINIC,Clinical Assessment,10.00
2020-09-30,BILOELA DENTAL CLINIC,General,1008.75
2020-09-30,BILOELA DENTAL CLINIC,Priority 1,20.00
2020-09-30,BILOELA DENTAL CLINIC,Priority 2,200.00
2020-09-30,BILOELA DENTAL CLINIC,Priority 3,45.00
2020-09-30,BOONAH DENTAL CLINIC,Clinical Assessment,20.00
2020-09-30,BOONAH DENTAL CLINIC,General,1346.25
2020-09-30,BOONAH DENTAL CLINIC,Priority 2,100.00
2020-09-30,BOONAH DENTAL CLINIC,Priority 3,7.50
2020-09-30,BOWEN DENTAL CLINIC,General,3360.00
2020-09-30,BOWEN DENTAL CLINIC,Priority 2,80.00
2020-09-30,BOWEN DENTAL CLINIC,Priority 3,153.75
2020-09-30,BUNDABERG DENTAL CLINIC,Clinical Assessment,10.00
2020-09-30,BUNDABERG DENTAL CLINIC,General,13897.50
2020-09-30,BUNDABERG DENTAL CLINIC,General Anaesthetic Category 3,472.50
2020-09-30,BUNDABERG DENTAL CLINIC,Priority 1,40.00
2020-09-30,BUNDABERG DENTAL CLINIC,Priority 2,3320.00
2020-09-30,BUNDABERG DENTAL CLINIC,Priority 3,952.50
2020-09-30,CABOOLTURE DENTAL CLINIC,Clinical Assessment,70.00
2020-09-30,CABOOLTURE DENTAL CLINIC,General,17940.00
2020-09-30,CABOOLTURE DENTAL CLINIC,General Anaesthetic Category 2,0.00
2020-09-30,CABOOLTURE DENTAL CLINIC,General Anaesthetic Category 3,0.00
2020-09-30,CABOOLTURE DENTAL CLINIC,Priority 1,450.00
2020-09-30,CABOOLTURE DENTAL CLINIC,Priority 2,3950.00
2020-09-30,CABOOLTURE DENTAL CLINIC,Priority 3,5550.00
2020-09-30,CAIRNS NTH DENTAL CLINIC,Clinical Assessment,30.00
2020-09-30,CAIRNS NTH DENTAL CLINIC,General,11516.25
2020-09-30,CAIRNS NTH DENTAL CLINIC,General Anaesthetic Category 1,10.00
2020-09-30,CAIRNS NTH DENTAL CLINIC,General Anaesthetic Category 2,10.00
2020-09-30,CAIRNS NTH DENTAL CLINIC,General Anaesthetic Category 3,1413.75
2020-09-30,CAIRNS NTH DENTAL CLINIC,Priority 1,10.00
2020-09-30,CAIRNS NTH DENTAL CLINIC,Priority 3,821.25
2020-09-30,CALOUNDRA DENTAL CLINIC,Clinical Assessment,10.00
2020-09-30,CALOUNDRA DENTAL CLINIC,General,13275.00
2020-09-30,CALOUNDRA DENTAL CLINIC,Priority 1,10.00
2020-09-30,CALOUNDRA DENTAL CLINIC,Priority 2,350.00
2020-09-30,CALOUNDRA DENTAL CLINIC,Priority 3,772.50
2020-09-30,CAPE YORK DENTAL CLINIC,General,1578.75
2020-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 1,40.00
2020-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 2,130.00
2020-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 3,33.75
2020-09-30,CAPE YORK DENTAL CLINIC,Priority 1,30.00
2020-09-30,CAPE YORK DENTAL CLINIC,Priority 2,70.00
2020-09-30,CAPE YORK DENTAL CLINIC,Priority 3,52.50
2020-09-30,CAPRICORN COAST DENTAL,Clinical Assessment,0.00
2020-09-30,CAPRICORN COAST DENTAL,General,5332.50
2020-09-30,CAPRICORN COAST DENTAL,Priority 1,150.00
2020-09-30,CAPRICORN COAST DENTAL,Priority 2,310.00
2020-09-30,CAPRICORN COAST DENTAL,Priority 3,112.50
2020-09-30,CENTRAL WEST DENTAL CLINICS,General,2328.75
2020-09-30,CENTRAL WEST DENTAL CLINICS,Priority 3,187.50
2020-09-30,CHARLEVILLE DENTAL CLINIC,General,911.25
2020-09-30,CHARLEVILLE DENTAL CLINIC,General Anaesthetic Category 3,3.75
2020-09-30,CHARLEVILLE DENTAL CLINIC,Priority 2,10.00
2020-09-30,CHARLEVILLE DENTAL CLINIC,Priority 3,67.50
2020-09-30,CHARTERS TOWERS DENTAL CL,Clinical Assessment,0.00
2020-09-30,CHARTERS TOWERS DENTAL CL,General,832.50
2020-09-30,CHILDERS DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,CHILDERS DENTAL CLINIC,General,828.75
2020-09-30,CHILDRENS ORAL HEALTH,General Anaesthetic Category 2,810.00
2020-09-30,CHILDRENS ORAL HEALTH,General Anaesthetic Category 3,187.50
2020-09-30,CHILDRENS ORAL HEALTH,Priority 1,10.00
2020-09-30,CHILDRENS ORAL HEALTH,Priority 2,0.00
2020-09-30,CHILDRENS ORAL HEALTH,Priority 3,690.00
2020-09-30,CLERMONT DENTAL CLINIC,General,243.75
2020-09-30,CLONCURRY DENTAL,Clinical Assessment,0.00
2020-09-30,CLONCURRY DENTAL,General,427.50
2020-09-30,CLONCURRY DENTAL,Priority 3,48.75
2020-09-30,COLLINGWOOD PARK DENTAL C,Clinical Assessment,140.00
2020-09-30,COLLINGWOOD PARK DENTAL C,General,7826.25
2020-09-30,COLLINGWOOD PARK DENTAL C,Priority 1,0.00
2020-09-30,COLLINGWOOD PARK DENTAL C,Priority 2,220.00
2020-09-30,COLLINGWOOD PARK DENTAL C,Priority 3,41.25
2020-09-30,COLLINSVILLE DENTAL CLINI,General,585.00
2020-09-30,CROYDON DENTAL CLINIC,General,3.75
2020-09-30,CUNNAMULLA DENTAL CLINIC,General,300.00
2020-09-30,CUNNAMULLA DENTAL CLINIC,Priority 2,0.00
2020-09-30,CUNNAMULLA DENTAL CLINIC,Priority 3,11.25
2020-09-30,DALBY DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,DALBY DENTAL CLINIC,General,3506.25
2020-09-30,DALBY DENTAL CLINIC,General Anaesthetic Category 2,20.00
2020-09-30,DALBY DENTAL CLINIC,General Anaesthetic Category 3,37.50
2020-09-30,DALBY DENTAL CLINIC,Priority 2,160.00
2020-09-30,DALBY DENTAL CLINIC,Priority 3,67.50
2020-09-30,DIRRANBANDI DENTAL CLINIC,General,71.25
2020-09-30,DIRRANBANDI DENTAL CLINIC,Priority 3,7.50
2020-09-30,EDMONTON DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,EDMONTON DENTAL CLINIC,General,6723.75
2020-09-30,EDMONTON DENTAL CLINIC,Priority 3,918.75
2020-09-30,EMERALD DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,EMERALD DENTAL CLINIC,General,1931.25
2020-09-30,EMERALD DENTAL CLINIC,Priority 1,100.00
2020-09-30,EMERALD DENTAL CLINIC,Priority 2,140.00
2020-09-30,EMERALD DENTAL CLINIC,Priority 3,101.25
2020-09-30,ESK DENTAL CLINIC,Clinical Assessment,80.00
2020-09-30,ESK DENTAL CLINIC,General,2002.50
2020-09-30,ESK DENTAL CLINIC,Priority 1,0.00
2020-09-30,ESK DENTAL CLINIC,Priority 2,70.00
2020-09-30,ESK DENTAL CLINIC,Priority 3,7.50
2020-09-30,GATTON DENTAL CLINIC,General,543.75
2020-09-30,GAYNDAH DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,GAYNDAH DENTAL CLINIC,General,1271.25
2020-09-30,GAYNDAH DENTAL CLINIC,Priority 2,120.00
2020-09-30,GAYNDAH DENTAL CLINIC,Priority 3,123.75
2020-09-30,GC SOUTHPORT HEALTH PREC,Clinical Assessment,20.00
2020-09-30,GC SOUTHPORT HEALTH PREC,General,17898.75
2020-09-30,GC SOUTHPORT HEALTH PREC,General Anaesthetic Category 2,10.00
2020-09-30,GC SOUTHPORT HEALTH PREC,General Anaesthetic Category 3,555.00
2020-09-30,GC SOUTHPORT HEALTH PREC,Priority 1,640.00
2020-09-30,GC SOUTHPORT HEALTH PREC,Priority 2,9700.00
2020-09-30,GC SOUTHPORT HEALTH PREC,Priority 3,6487.50
2020-09-30,GCUH DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,GCUH DENTAL CLINIC,General,48.75
2020-09-30,GCUH DENTAL CLINIC,General Anaesthetic Category 3,0.00
2020-09-30,GCUH DENTAL CLINIC,Priority 1,10.00
2020-09-30,GCUH DENTAL CLINIC,Priority 2,20.00
2020-09-30,GCUH DENTAL CLINIC,Priority 3,63.75
2020-09-30,GEORGETOWN DENTAL CLINIC,General,7.50
2020-09-30,GLADSTONE DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,GLADSTONE DENTAL CLINIC,General,7436.25
2020-09-30,GLADSTONE DENTAL CLINIC,General Anaesthetic Category 3,7.50
2020-09-30,GLADSTONE DENTAL CLINIC,Priority 1,170.00
2020-09-30,GLADSTONE DENTAL CLINIC,Priority 2,280.00
2020-09-30,GLADSTONE DENTAL CLINIC,Priority 3,157.50
2020-09-30,GOONDIWINDI DENTAL CLINIC,Clinical Assessment,10.00
2020-09-30,GOONDIWINDI DENTAL CLINIC,General,592.50
2020-09-30,GOONDIWINDI DENTAL CLINIC,General Anaesthetic Category 2,30.00
2020-09-30,GOONDIWINDI DENTAL CLINIC,General Anaesthetic Category 3,15.00
2020-09-30,GOONDIWINDI DENTAL CLINIC,Priority 2,50.00
2020-09-30,GOONDIWINDI DENTAL CLINIC,Priority 3,11.25
2020-09-30,GYMPIE DENTAL CLINIC,Clinical Assessment,50.00
2020-09-30,GYMPIE DENTAL CLINIC,General,8475.00
2020-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 1,0.00
2020-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 2,40.00
2020-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 3,26.25
2020-09-30,GYMPIE DENTAL CLINIC,Priority 1,10.00
2020-09-30,GYMPIE DENTAL CLINIC,Priority 2,1780.00
2020-09-30,GYMPIE DENTAL CLINIC,Priority 3,1072.50
2020-09-30,HERVEY BAY DENTAL CLINIC,Clinical Assessment,20.00
2020-09-30,HERVEY BAY DENTAL CLINIC,General,9667.50
2020-09-30,HERVEY BAY DENTAL CLINIC,General Anaesthetic Category 3,176.25
2020-09-30,HERVEY BAY DENTAL CLINIC,Priority 1,0.00
2020-09-30,HERVEY BAY DENTAL CLINIC,Priority 2,2040.00
2020-09-30,HERVEY BAY DENTAL CLINIC,Priority 3,232.50
2020-09-30,HUGHENDEN DENTAL CLINIC,Clinical Assessment,10.00
2020-09-30,HUGHENDEN DENTAL CLINIC,General,86.25
2020-09-30,INGHAM DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,INGHAM DENTAL CLINIC,General,483.75
2020-09-30,INGHAM DENTAL CLINIC,General Anaesthetic Category 3,26.25
2020-09-30,INGHAM DENTAL CLINIC,Priority 1,0.00
2020-09-30,INGHAM DENTAL CLINIC,Priority 2,0.00
2020-09-30,INGHAM DENTAL CLINIC,Priority 3,7.50
2020-09-30,INGLEWOOD DENTAL CLINIC,General,536.25
2020-09-30,INGLEWOOD DENTAL CLINIC,Priority 1,0.00
2020-09-30,INGLEWOOD DENTAL CLINIC,Priority 2,10.00
2020-09-30,INGLEWOOD DENTAL CLINIC,Priority 3,3.75
2020-09-30,INJUNE DENTAL CLINIC,General,86.25
2020-09-30,INJUNE DENTAL CLINIC,Priority 3,3.75
2020-09-30,INNISFAIL DENTAL CLINIC,Clinical Assessment,10.00
2020-09-30,INNISFAIL DENTAL CLINIC,General,4676.25
2020-09-30,INNISFAIL DENTAL CLINIC,Priority 3,161.25
2020-09-30,IPSWICH DENTAL CLINIC,Clinical Assessment,10.00
2020-09-30,IPSWICH DENTAL CLINIC,General,21165.00
2020-09-30,IPSWICH DENTAL CLINIC,General Anaesthetic Category 3,738.75
2020-09-30,IPSWICH DENTAL CLINIC,Priority 1,10.00
2020-09-30,IPSWICH DENTAL CLINIC,Priority 2,1180.00
2020-09-30,IPSWICH DENTAL CLINIC,Priority 3,303.75
2020-09-30,KAWANA DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,KAWANA DENTAL CLINIC,General,11418.75
2020-09-30,KAWANA DENTAL CLINIC,Priority 2,2170.00
2020-09-30,KAWANA DENTAL CLINIC,Priority 3,510.00
2020-09-30,KINGAROY DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,KINGAROY DENTAL CLINIC,General,9465.00
2020-09-30,KINGAROY DENTAL CLINIC,General Anaesthetic Category 2,0.00
2020-09-30,KINGAROY DENTAL CLINIC,General Anaesthetic Category 3,146.25
2020-09-30,KINGAROY DENTAL CLINIC,Priority 1,0.00
2020-09-30,KINGAROY DENTAL CLINIC,Priority 2,480.00
2020-09-30,KINGAROY DENTAL CLINIC,Priority 3,123.75
2020-09-30,KINGSTON LOGAN CLUSTER,Clinical Assessment,30.00
2020-09-30,KINGSTON LOGAN CLUSTER,General,18153.75
2020-09-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 1,0.00
2020-09-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 2,0.00
2020-09-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 3,3.75
2020-09-30,KINGSTON LOGAN CLUSTER,Priority 3,315.00
2020-09-30,LAIDLEY DENTAL CLINIC,Clinical Assessment,190.00
2020-09-30,LAIDLEY DENTAL CLINIC,General,5047.50
2020-09-30,LAIDLEY DENTAL CLINIC,Priority 1,40.00
2020-09-30,LAIDLEY DENTAL CLINIC,Priority 2,260.00
2020-09-30,LAIDLEY DENTAL CLINIC,Priority 3,56.25
2020-09-30,MACKAY DENTAL CLINIC,Clinical Assessment,0.00
2020-09-30,MACKAY DENTAL CLINIC,General,16642.50
2020-09-30,MACKAY DENTAL CLINIC,General Anaesthetic Category 3,210.00
2020-09-30,MACKAY DENTAL CLINIC,Priority 2,140.00
2020-09-30,MACKAY DENTAL CLINIC,Priority 3,648.75
2020-09-30,MAREEBA DENTAL CLINIC,General,4908.75
2020-09-30,MAREEBA DENTAL CLINIC,General Anaesthetic Category 3,3.75
2020-09-30,MAREEBA DENTAL CLINIC,Priority 3,375.00
2020-09-30,MARYBOROUGH DENTAL CLINIC,Clinical Assessment,30.00
2020-09-30,MARYBOROUGH DENTAL CLINIC,General,7818.75
2020-09-30,MARYBOROUGH DENTAL CLINIC,General Anaesthetic Category 3,86.25
2020-09-30,MARYBOROUGH DENTAL CLINIC,Priority 1,20.00
2020-09-30,MARYBOROUGH DENTAL CLINIC,Priority 2,2200.00
2020-09-30,MARYBOROUGH DENTAL CLINIC,Priority 3,367.50
2020-09-30,MILES DENTAL CLINIC,General,1335.00
2020-09-30,MILES DENTAL CLINIC,Priority 2,80.00
2020-09-30,MILES DENTAL CLINIC,Priority 3,7.50
2020-09-30,MITCHELL DENTAL CLINIC,General,341.25
2020-09-30,MONTO DENTAL CLINIC,General,333.75
2020-09-30,MORNINGTON ISLAND DENTAL,Clinical Assessment,20.00
2020-09-30,MORNINGTON ISLAND DENTAL,General,765.00
