quarter_start,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,catchment_total,pct_of_catchment,catchment,capacity_ratio,capacity_pct,n_qtr_to_100pct,total_months
2025-01-01,6,REDCLIFFE DENTAL CLINIC,3416,9,21169,16.1368038169020738,Metro North,0.003,0.26,380,1140
2025-01-01,88,ORAL HEALTH CENTRE,3469,659,21169,16.3871699182767254,Metro North,0.190,19.00,5,15
2025-04-01,7,CABOOLTURE DENTAL CLINIC,6860,549,22727,30.1843622123465482,Metro North,0.080,8.00,12,36
2025-04-01,94,SANDGATE DENTAL CLINIC,1812,178,22727,7.9728956747480970,Metro North,0.098,9.82,10,30
2025-04-01,89,STAFFORD DENTAL CLINIC,3169,193,22727,13.9437673252079025,Metro North,0.061,6.09,16,48
2025-04-01,88,ORAL HEALTH CENTRE,3822,632,22727,16.8170018040216483,Metro North,0.165,16.54,6,18
2025-04-01,6,REDCLIFFE DENTAL CLINIC,3607,296,22727,15.8709904518854226,Metro North,0.082,8.21,12,36
2025-04-01,171,KALLANGUR SATELLITE CLINI,3457,236,22727,15.2109825317903815,Metro North,0.068,6.83,15,45
2020-01-01,157,BEENLEIGH BEAUDESERT CLUS,10003,129,33519,29.8427757391330290,Metro South,0.013,1.29,78,234
2020-01-01,156,KINGSTON LOGAN CLUSTER,4645,56,33519,13.8578119872311226,Metro South,0.012,1.21,83,249
2020-01-01,155,BAYSIDE CLUSTER,6910,86,33519,20.6151734836958143,Metro South,0.012,1.24,80,240
2020-01-01,154,NATHAN INALA CLUSTER,6963,110,33519,20.7732927593305290,Metro South,0.016,1.58,63,189
2020-01-01,152,MS INNER BRISBANE CLUSTER,4998,71,33519,14.9109460306095051,Metro South,0.014,1.42,70,210
2020-07-01,156,KINGSTON LOGAN CLUSTER,4892,47,34722,14.0890501699210875,Metro South,0.010,0.96,104,312
2020-07-01,155,BAYSIDE CLUSTER,7142,60,34722,20.5690916421865100,Metro South,0.008,0.84,119,357
2020-07-01,154,NATHAN INALA CLUSTER,7011,74,34722,20.1918092275790565,Metro South,0.011,1.06,95,285
2020-07-01,152,MS INNER BRISBANE CLUSTER,5464,65,34722,15.7364207130925638,Metro South,0.012,1.19,84,252
2020-07-01,157,BEENLEIGH BEAUDESERT CLUS,10213,102,34722,29.4136282472207822,Metro South,0.010,1.00,100,300
2020-10-01,156,KINGSTON LOGAN CLUSTER,4850,103,34463,14.0730638655949859,Metro South,0.021,2.12,47,141
2020-10-01,155,BAYSIDE CLUSTER,7188,173,34463,20.8571511476075791,Metro South,0.024,2.41,42,126
2020-10-01,154,NATHAN INALA CLUSTER,6886,169,34463,19.9808490264921800,Metro South,0.025,2.45,41,123
2020-10-01,152,MS INNER BRISBANE CLUSTER,5431,136,34463,15.7589298668136842,Metro South,0.025,2.50,40,120
2020-10-01,157,BEENLEIGH BEAUDESERT CLUS,10108,253,34463,29.3300060934915707,Metro South,0.025,2.50,40,120
2021-01-01,156,KINGSTON LOGAN CLUSTER,5053,101,34860,14.4951233505450373,Metro South,0.020,2.00,50,150
2021-01-01,155,BAYSIDE CLUSTER,7007,104,34860,20.1004016064257028,Metro South,0.015,1.48,67,201
2021-01-01,154,NATHAN INALA CLUSTER,6934,120,34860,19.8909925415949512,Metro South,0.017,1.73,58,174
2021-01-01,152,MS INNER BRISBANE CLUSTER,5523,112,34860,15.8433734939759036,Metro South,0.020,2.03,49,147
2021-01-01,157,BEENLEIGH BEAUDESERT CLUS,10343,175,34860,29.6701090074584050,Metro South,0.017,1.69,59,177
2021-04-01,157,BEENLEIGH BEAUDESERT CLUS,9911,233,33273,29.7869143149099871,Metro South,0.024,2.35,43,129
2021-04-01,155,BAYSIDE CLUSTER,6481,245,33273,19.4782556427133111,Metro South,0.038,3.78,26,78
2021-04-01,154,NATHAN INALA CLUSTER,6550,199,33273,19.6856309920956932,Metro South,0.030,3.04,33,99
2021-04-01,152,MS INNER BRISBANE CLUSTER,5340,173,33273,16.0490487782887026,Metro South,0.032,3.24,31,93
2021-04-01,156,KINGSTON LOGAN CLUSTER,4991,123,33273,15.0001502719923061,Metro South,0.025,2.46,41,123
2022-07-01,157,BEENLEIGH BEAUDESERT CLUS,9616,279,32179,29.8828428478200068,Metro South,0.029,2.90,34,102
2022-07-01,155,BAYSIDE CLUSTER,6497,232,32179,20.1901861462444451,Metro South,0.036,3.57,28,84
2022-07-01,154,NATHAN INALA CLUSTER,6364,167,32179,19.7768731160073340,Metro South,0.026,2.62,38,114
2022-07-01,152,MS INNER BRISBANE CLUSTER,4579,124,32179,14.2297771838776842,Metro South,0.027,2.71,37,111
2022-07-01,156,KINGSTON LOGAN CLUSTER,5123,132,32179,15.9203207060505298,Metro South,0.026,2.58,39,117
2022-10-01,157,BEENLEIGH BEAUDESERT CLUS,9367,323,29906,31.3214739517153748,Metro South,0.034,3.45,29,87
2022-10-01,155,BAYSIDE CLUSTER,5993,265,29906,20.0394569651574935,Metro South,0.044,4.42,23,69
2022-10-01,154,NATHAN INALA CLUSTER,5853,231,29906,19.5713234802380793,Metro South,0.039,3.95,25,75
2022-10-01,152,MS INNER BRISBANE CLUSTER,4036,210,29906,13.4956196081053969,Metro South,0.052,5.20,19,57
2022-10-01,156,KINGSTON LOGAN CLUSTER,4657,185,29906,15.5721259947836555,Metro South,0.040,3.97,25,75
2023-04-01,154,NATHAN INALA CLUSTER,4875,275,25377,19.2103085471095874,Metro South,0.056,5.64,18,54
2023-04-01,152,MS INNER BRISBANE CLUSTER,3219,221,25377,12.6847145052606691,Metro South,0.069,6.87,15,45
2023-04-01,155,BAYSIDE CLUSTER,5044,252,25377,19.8762659100760531,Metro South,0.050,5.00,20,60
2023-04-01,156,KINGSTON LOGAN CLUSTER,3911,199,25377,15.4115931749221736,Metro South,0.051,5.09,20,60
2023-04-01,157,BEENLEIGH BEAUDESERT CLUS,8328,442,25377,32.8171178626315167,Metro South,0.053,5.31,19,57
2023-07-01,154,NATHAN INALA CLUSTER,5581,506,29987,18.6113982725847867,Metro South,0.091,9.07,11,33
2023-07-01,157,BEENLEIGH BEAUDESERT CLUS,9527,946,29987,31.7704338546703572,Metro South,0.099,9.93,10,30
2023-07-01,155,BAYSIDE CLUSTER,5787,563,29987,19.2983626238036482,Metro South,0.097,9.73,10,30
2023-07-01,152,MS INNER BRISBANE CLUSTER,4140,450,29987,13.8059825924567313,Metro South,0.109,10.87,9,27
2023-07-01,156,KINGSTON LOGAN CLUSTER,4952,408,29987,16.5138226564844766,Metro South,0.082,8.24,12,36
2023-10-01,157,BEENLEIGH BEAUDESERT CLUS,9439,737,29850,31.6214405360134003,Metro South,0.078,7.81,13,39
2023-10-01,156,KINGSTON LOGAN CLUSTER,5102,238,29850,17.0921273031825796,Metro South,0.047,4.66,21,63
2023-10-01,155,BAYSIDE CLUSTER,5465,393,29850,18.3082077051926298,Metro South,0.072,7.19,14,42
2023-10-01,154,NATHAN INALA CLUSTER,5535,425,29850,18.5427135678391960,Metro South,0.077,7.68,13,39
2023-10-01,152,MS INNER BRISBANE CLUSTER,4309,262,29850,14.4355108877721943,Metro South,0.061,6.08,16,48
2024-01-01,157,BEENLEIGH BEAUDESERT CLUS,10163,922,32274,31.4897440664311830,Metro South,0.091,9.07,11,33
2024-01-01,155,BAYSIDE CLUSTER,5999,607,32274,18.5877176674722687,Metro South,0.101,10.12,10,30
2024-01-01,152,MS INNER BRISBANE CLUSTER,4706,522,32274,14.5813967899857470,Metro South,0.111,11.09,9,27
2024-01-01,154,NATHAN INALA CLUSTER,5847,497,32274,18.1167503253392824,Metro South,0.085,8.50,12,36
2024-01-01,156,KINGSTON LOGAN CLUSTER,5559,371,32274,17.2243911507715189,Metro South,0.067,6.67,15,45
2024-04-01,157,BEENLEIGH BEAUDESERT CLUS,9673,791,30747,31.4599798354310990,Metro South,0.082,8.18,12,36
2024-04-01,152,MS INNER BRISBANE CLUSTER,4645,593,30747,15.1071649266595115,Metro South,0.128,12.77,8,24
2024-04-01,154,NATHAN INALA CLUSTER,5528,499,30747,17.9789898201450548,Metro South,0.090,9.03,11,33
2024-04-01,155,BAYSIDE CLUSTER,5511,431,30747,17.9236998731583569,Metro South,0.078,7.82,13,39
2024-04-01,156,KINGSTON LOGAN CLUSTER,5390,242,30747,17.5301655446059778,Metro South,0.045,4.49,22,66
2024-07-01,154,NATHAN INALA CLUSTER,5853,634,32072,18.2495634821651285,Metro South,0.108,10.83,9,27
2024-07-01,152,MS INNER BRISBANE CLUSTER,5023,593,32072,15.6616363182838613,Metro South,0.118,11.81,8,24
2024-07-01,155,BAYSIDE CLUSTER,5495,724,32072,17.1333250187079072,Metro South,0.132,13.18,8,24
2024-07-01,156,KINGSTON LOGAN CLUSTER,5703,448,32072,17.7818658019456223,Metro South,0.079,7.86,13,39
2024-07-01,157,BEENLEIGH BEAUDESERT CLUS,9998,876,32072,31.1736093788974807,Metro South,0.088,8.76,11,33
2024-10-01,152,MS INNER BRISBANE CLUSTER,4906,519,31074,15.7881186844307138,Metro South,0.106,10.58,9,27
2024-10-01,157,BEENLEIGH BEAUDESERT CLUS,9572,1009,31074,30.8038874943682822,Metro South,0.105,10.54,9,27
2024-10-01,155,BAYSIDE CLUSTER,5406,740,31074,17.3971809229581000,Metro South,0.137,13.69,7,21
2024-10-01,156,KINGSTON LOGAN CLUSTER,5444,344,31074,17.5194696530861814,Metro South,0.063,6.32,16,48
2024-10-01,154,NATHAN INALA CLUSTER,5746,588,31074,18.4913432451567227,Metro South,0.102,10.23,10,30
2025-01-01,157,BEENLEIGH BEAUDESERT CLUS,10192,863,33040,30.8474576271186441,Metro South,0.085,8.47,12,36
2025-01-01,152,MS INNER BRISBANE CLUSTER,5138,587,33040,15.5508474576271186,Metro South,0.114,11.42,9,27
2025-01-01,154,NATHAN INALA CLUSTER,6164,555,33040,18.6561743341404358,Metro South,0.090,9.00,11,33
2025-01-01,155,BAYSIDE CLUSTER,5707,590,33040,17.2730024213075061,Metro South,0.103,10.34,10,30
2025-01-01,156,KINGSTON LOGAN CLUSTER,5839,416,33040,17.6725181598062954,Metro South,0.071,7.12,14,42
2025-04-01,152,MS INNER BRISBANE CLUSTER,5674,223,36577,15.5124805205456981,Metro South,0.039,3.93,25,75
2025-04-01,156,KINGSTON LOGAN CLUSTER,6499,228,36577,17.7679962818164420,Metro South,0.035,3.51,29,87
2025-04-01,157,BEENLEIGH BEAUDESERT CLUS,11339,492,36577,31.0003554146048063,Metro South,0.043,4.34,23,69
2025-04-01,155,BAYSIDE CLUSTER,6248,290,36577,17.0817726986904339,Metro South,0.046,4.64,22,66
2025-04-01,154,NATHAN INALA CLUSTER,6817,221,36577,18.6373950843426197,Metro South,0.032,3.24,31,93
2020-01-01,18,CLONCURRY DENTAL,96,6,906,10.5960264900662252,North West,0.063,6.25,16,48
2020-01-01,15,MORNINGTON ISLAND DENTAL,155,2,906,17.1081677704194260,North West,0.013,1.29,78,234
2020-01-01,16,MT ISA DENTAL CLINIC,655,9,906,72.2958057395143488,North West,0.014,1.37,73,219
2020-07-01,18,CLONCURRY DENTAL,119,2,931,12.7819548872180451,North West,0.017,1.68,60,180
2020-07-01,15,MORNINGTON ISLAND DENTAL,191,5,931,20.5155746509129968,North West,0.026,2.62,38,114
2020-07-01,16,MT ISA DENTAL CLINIC,621,13,931,66.7024704618689581,North West,0.021,2.09,48,144
2020-10-01,16,MT ISA DENTAL CLINIC,676,11,1018,66.4047151277013752,North West,0.016,1.63,61,183
2020-10-01,15,MORNINGTON ISLAND DENTAL,229,3,1018,22.4950884086444008,North West,0.013,1.31,76,228
2020-10-01,18,CLONCURRY DENTAL,113,0,1018,11.1001964636542240,North West,0.000,0.00,NULL,NULL
2021-01-01,15,MORNINGTON ISLAND DENTAL,283,3,1159,24.4176013805004314,North West,0.011,1.06,94,282
2021-01-01,18,CLONCURRY DENTAL,125,1,1159,10.7851596203623814,North West,0.008,0.80,125,375
2021-01-01,16,MT ISA DENTAL CLINIC,751,5,1159,64.7972389991371872,North West,0.007,0.67,150,450
2021-04-01,18,CLONCURRY DENTAL,137,0,1173,11.6794543904518329,North West,0.000,0.00,NULL,NULL
2021-04-01,15,MORNINGTON ISLAND DENTAL,245,1,1173,20.8866155157715260,North West,0.004,0.41,245,735
2021-04-01,16,MT ISA DENTAL CLINIC,791,6,1173,67.4339300937766411,North West,0.008,0.76,132,396
2022-07-01,18,CLONCURRY DENTAL,136,2,580,23.4482758620689655,North West,0.015,1.47,68,204
2022-07-01,16,MT ISA DENTAL CLINIC,275,33,580,47.4137931034482759,North West,0.120,12.00,8,24
2022-07-01,15,MORNINGTON ISLAND DENTAL,169,3,580,29.1379310344827586,North West,0.018,1.78,56,168
2022-10-01,18,CLONCURRY DENTAL,127,0,548,23.1751824817518248,North West,0.000,0.00,NULL,NULL
2022-10-01,15,MORNINGTON ISLAND DENTAL,152,0,548,27.7372262773722628,North West,0.000,0.00,NULL,NULL
2022-10-01,16,MT ISA DENTAL CLINIC,269,3,548,49.0875912408759124,North West,0.011,1.12,90,270
2023-04-01,16,MT ISA DENTAL CLINIC,399,9,655,60.9160305343511450,North West,0.023,2.26,44,132
2023-04-01,18,CLONCURRY DENTAL,121,1,655,18.4732824427480916,North West,0.008,0.83,121,363
2023-04-01,15,MORNINGTON ISLAND DENTAL,135,1,655,20.6106870229007634,North West,0.007,0.74,135,405
2023-07-01,16,MT ISA DENTAL CLINIC,443,34,687,64.4832605531295488,North West,0.077,7.67,13,39
2023-07-01,18,CLONCURRY DENTAL,111,1,687,16.1572052401746725,North West,0.009,0.90,111,333
2023-07-01,15,MORNINGTON ISLAND DENTAL,133,0,687,19.3595342066957787,North West,0.000,0.00,NULL,NULL
2023-10-01,15,MORNINGTON ISLAND DENTAL,74,6,702,10.5413105413105413,North West,0.081,8.11,12,36
2023-10-01,18,CLONCURRY DENTAL,146,1,702,20.7977207977207977,North West,0.007,0.68,146,438
2023-10-01,16,MT ISA DENTAL CLINIC,482,12,702,68.6609686609686610,North West,0.025,2.49,40,120
2024-01-01,15,MORNINGTON ISLAND DENTAL,175,8,585,29.9145299145299145,North West,0.046,4.57,22,66
2024-01-01,16,MT ISA DENTAL CLINIC,410,58,585,70.0854700854700855,North West,0.141,14.15,7,21
2024-04-01,15,MORNINGTON ISLAND DENTAL,129,51,554,23.2851985559566787,North West,0.395,39.53,3,9
2024-04-01,16,MT ISA DENTAL CLINIC,425,19,554,76.7148014440433213,North West,0.045,4.47,22,66
2024-07-01,16,MT ISA DENTAL CLINIC,269,180,388,69.3298969072164948,North West,0.669,66.91,1,3
2024-07-01,15,MORNINGTON ISLAND DENTAL,119,7,388,30.6701030927835052,North West,0.059,5.88,17,51
2024-10-01,15,MORNINGTON ISLAND DENTAL,118,4,446,26.4573991031390135,North West,0.034,3.39,30,90
2024-10-01,16,MT ISA DENTAL CLINIC,328,15,446,73.5426008968609865,North West,0.046,4.57,22,66
2025-01-01,16,MT ISA DENTAL CLINIC,363,59,492,73.7804878048780488,North West,0.163,16.25,6,18
2025-01-01,15,MORNINGTON ISLAND DENTAL,129,1,492,26.2195121951219512,North West,0.008,0.78,129,387
2025-04-01,15,MORNINGTON ISLAND DENTAL,148,31,610,24.2622950819672131,North West,0.209,20.95,5,15
2025-04-01,16,MT ISA DENTAL CLINIC,462,26,610,75.7377049180327869,North West,0.056,5.63,18,54
2020-01-01,122,AUGATHELLA DENTAL CLINIC,10,0,1163,0.85984522785898538263,South West,0.000,0.00,NULL,NULL
2020-01-01,64,THARGOMINDAH DENTAL SERVI,10,3,1163,0.85984522785898538263,South West,0.300,30.00,3,9
2020-01-01,63,CUNNAMULLA DENTAL CLINIC,81,10,1163,6.9647463456577816,South West,0.123,12.35,8,24
2020-01-01,62,CHARLEVILLE DENTAL CLINIC,239,11,1163,20.5503009458297506,South West,0.046,4.60,22,66
2020-01-01,129,SURAT DENTAL CLINIC,29,0,1163,2.4935511607910576,South West,0.000,0.00,NULL,NULL
2020-01-01,128,QUILPIE DENTAL CLINIC,18,3,1163,1.5477214101461737,South West,0.167,16.67,6,18
2020-01-01,127,MUNGINDI DENTAL CLINIC,22,2,1163,1.8916595012897678,South West,0.091,9.09,11,33
2020-01-01,125,MITCHELL DENTAL CLINIC,73,10,1163,6.2768701633705933,South West,0.137,13.70,7,21
2020-01-01,124,INJUNE DENTAL CLINIC,21,0,1163,1.8056749785038693,South West,0.000,0.00,NULL,NULL
2020-01-01,123,DIRRANBANDI DENTAL CLINIC,17,1,1163,1.4617368873602752,South West,0.059,5.88,17,51
2020-01-01,65,ROMA HOSPITAL DENTAL CLIN,548,37,1163,47.1195184866723990,South West,0.068,6.75,15,45
2020-01-01,160,ST GEORGE DENTAL CLINIC,95,10,1163,8.1685296646603611,South West,0.105,10.53,9,27
2020-07-01,129,SURAT DENTAL CLINIC,31,8,1259,2.4622716441620334,South West,0.258,25.81,4,12
2020-07-01,62,CHARLEVILLE DENTAL CLINIC,255,21,1259,20.2541699761715647,South West,0.082,8.24,12,36
2020-07-01,63,CUNNAMULLA DENTAL CLINIC,96,2,1259,7.6250992851469420,South West,0.021,2.08,48,144
2020-07-01,125,MITCHELL DENTAL CLINIC,96,2,1259,7.6250992851469420,South West,0.021,2.08,48,144
2020-07-01,124,INJUNE DENTAL CLINIC,22,0,1259,1.7474185861795075,South West,0.000,0.00,NULL,NULL
2020-07-01,64,THARGOMINDAH DENTAL SERVI,13,0,1259,1.0325655281969817,South West,0.000,0.00,NULL,NULL
2020-07-01,160,ST GEORGE DENTAL CLINIC,87,5,1259,6.9102462271644162,South West,0.057,5.75,17,51
2020-07-01,123,DIRRANBANDI DENTAL CLINIC,19,2,1259,1.5091342335186656,South West,0.105,10.53,9,27
2020-07-01,122,AUGATHELLA DENTAL CLINIC,11,0,1259,0.87370929308975377284,South West,0.000,0.00,NULL,NULL
2020-07-01,65,ROMA HOSPITAL DENTAL CLIN,575,38,1259,45.6711675933280381,South West,0.066,6.61,15,45
2020-07-01,127,MUNGINDI DENTAL CLINIC,27,2,1259,2.1445591739475774,South West,0.074,7.41,14,42
2020-07-01,128,QUILPIE DENTAL CLINIC,27,0,1259,2.1445591739475774,South West,0.000,0.00,NULL,NULL
2020-10-01,128,QUILPIE DENTAL CLINIC,21,8,1241,1.6921837228041902,South West,0.381,38.10,3,9
2020-10-01,160,ST GEORGE DENTAL CLINIC,82,7,1241,6.6075745366639807,South West,0.085,8.54,12,36
2020-10-01,65,ROMA HOSPITAL DENTAL CLIN,587,23,1241,47.3005640612409347,South West,0.039,3.92,26,78
2020-10-01,64,THARGOMINDAH DENTAL SERVI,13,0,1241,1.0475423045930701,South West,0.000,0.00,NULL,NULL
2020-10-01,63,CUNNAMULLA DENTAL CLINIC,79,12,1241,6.3658340048348106,South West,0.152,15.19,7,21
2020-10-01,124,INJUNE DENTAL CLINIC,29,0,1241,2.3368251410153102,South West,0.000,0.00,NULL,NULL
2020-10-01,125,MITCHELL DENTAL CLINIC,82,13,1241,6.6075745366639807,South West,0.159,15.85,6,18
2020-10-01,123,DIRRANBANDI DENTAL CLINIC,28,0,1241,2.2562449637389202,South West,0.000,0.00,NULL,NULL
2020-10-01,62,CHARLEVILLE DENTAL CLINIC,236,39,1241,19.0169218372280419,South West,0.165,16.53,6,18
2020-10-01,122,AUGATHELLA DENTAL CLINIC,12,0,1241,0.96696212731668009670,South West,0.000,0.00,NULL,NULL
2020-10-01,127,MUNGINDI DENTAL CLINIC,28,3,1241,2.2562449637389202,South West,0.107,10.71,9,27
2020-10-01,129,SURAT DENTAL CLINIC,44,0,1241,3.5455278001611604,South West,0.000,0.00,NULL,NULL
2021-01-01,160,ST GEORGE DENTAL CLINIC,89,4,1306,6.8147013782542113,South West,0.045,4.49,22,66
2021-01-01,129,SURAT DENTAL CLINIC,51,0,1306,3.9050535987748851,South West,0.000,0.00,NULL,NULL
2021-01-01,63,CUNNAMULLA DENTAL CLINIC,86,9,1306,6.5849923430321593,South West,0.105,10.47,10,30
2021-01-01,128,QUILPIE DENTAL CLINIC,23,4,1306,1.7611026033690658,South West,0.174,17.39,6,18
2021-01-01,122,AUGATHELLA DENTAL CLINIC,10,0,1306,0.76569678407350689127,South West,0.000,0.00,NULL,NULL
2021-01-01,123,DIRRANBANDI DENTAL CLINIC,23,1,1306,1.7611026033690658,South West,0.043,4.35,23,69
2021-01-01,124,INJUNE DENTAL CLINIC,25,6,1306,1.9142419601837672,South West,0.240,24.00,4,12
2021-01-01,125,MITCHELL DENTAL CLINIC,85,8,1306,6.5084226646248086,South West,0.094,9.41,11,33
2021-01-01,127,MUNGINDI DENTAL CLINIC,33,0,1306,2.5267993874425727,South West,0.000,0.00,NULL,NULL
2021-01-01,64,THARGOMINDAH DENTAL SERVI,14,0,1306,1.0719754977029096,South West,0.000,0.00,NULL,NULL
2021-01-01,65,ROMA HOSPITAL DENTAL CLIN,608,53,1306,46.5543644716692190,South West,0.087,8.72,11,33
2021-01-01,62,CHARLEVILLE DENTAL CLINIC,259,29,1306,19.8315467075038285,South West,0.112,11.20,9,27
2021-04-01,65,ROMA HOSPITAL DENTAL CLIN,575,39,1203,47.7971737323358271,South West,0.068,6.78,15,45
2021-04-01,124,INJUNE DENTAL CLINIC,22,3,1203,1.8287614297589360,South West,0.136,13.64,7,21
2021-04-01,123,DIRRANBANDI DENTAL CLINIC,17,1,1203,1.4131338320864505,South West,0.059,5.88,17,51
2021-04-01,122,AUGATHELLA DENTAL CLINIC,1,4,1203,0.08312551953449709061,South West,4.000,400.00,0,0
2021-04-01,127,MUNGINDI DENTAL CLINIC,25,1,1203,2.0781379883624273,South West,0.040,4.00,25,75
2021-04-01,64,THARGOMINDAH DENTAL SERVI,3,1,1203,0.24937655860349127182,South West,0.333,33.33,3,9
2021-04-01,125,MITCHELL DENTAL CLINIC,74,7,1203,6.1512884455527847,South West,0.095,9.46,11,33
2021-04-01,160,ST GEORGE DENTAL CLINIC,67,7,1203,5.5694098088113051,South West,0.104,10.45,10,30
2021-04-01,62,CHARLEVILLE DENTAL CLINIC,268,27,1203,22.2776392352452203,South West,0.101,10.07,10,30
2021-04-01,63,CUNNAMULLA DENTAL CLINIC,76,12,1203,6.3175394846217789,South West,0.158,15.79,6,18
2021-04-01,129,SURAT DENTAL CLINIC,51,2,1203,4.2394014962593516,South West,0.039,3.92,26,78
2021-04-01,128,QUILPIE DENTAL CLINIC,24,0,1203,1.9950124688279302,South West,0.000,0.00,NULL,NULL
2022-07-01,160,ST GEORGE DENTAL CLINIC,73,7,1031,7.0805043646944714,South West,0.096,9.59,10,30
2022-07-01,129,SURAT DENTAL CLINIC,22,1,1031,2.1338506304558681,South West,0.045,4.55,22,66
2022-07-01,65,ROMA HOSPITAL DENTAL CLIN,467,50,1031,45.2958292919495635,South West,0.107,10.71,9,27
2022-07-01,127,MUNGINDI DENTAL CLINIC,11,2,1031,1.0669253152279340,South West,0.182,18.18,6,18
2022-07-01,62,CHARLEVILLE DENTAL CLINIC,212,25,1031,20.5625606207565470,South West,0.118,11.79,8,24
2022-07-01,122,AUGATHELLA DENTAL CLINIC,3,0,1031,0.29097963142580019399,South West,0.000,0.00,NULL,NULL
2022-07-01,123,DIRRANBANDI DENTAL CLINIC,14,1,1031,1.3579049466537342,South West,0.071,7.14,14,42
2022-07-01,124,INJUNE DENTAL CLINIC,31,0,1031,3.0067895247332687,South West,0.000,0.00,NULL,NULL
2022-07-01,125,MITCHELL DENTAL CLINIC,78,8,1031,7.5654704170708050,South West,0.103,10.26,10,30
2022-07-01,63,CUNNAMULLA DENTAL CLINIC,90,8,1031,8.7293889427740058,South West,0.089,8.89,11,33
2022-07-01,64,THARGOMINDAH DENTAL SERVI,2,0,1031,0.19398642095053346266,South West,0.000,0.00,NULL,NULL
2022-07-01,128,QUILPIE DENTAL CLINIC,28,4,1031,2.7158098933074685,South West,0.143,14.29,7,21
2022-10-01,63,CUNNAMULLA DENTAL CLINIC,69,12,909,7.5907590759075908,South West,0.174,17.39,6,18
2022-10-01,160,ST GEORGE DENTAL CLINIC,65,9,909,7.1507150715071507,South West,0.138,13.85,7,21
2022-10-01,129,SURAT DENTAL CLINIC,20,0,909,2.2002200220022002,South West,0.000,0.00,NULL,NULL
2022-10-01,128,QUILPIE DENTAL CLINIC,27,0,909,2.9702970297029703,South West,0.000,0.00,NULL,NULL
2022-10-01,127,MUNGINDI DENTAL CLINIC,11,0,909,1.2101210121012101,South West,0.000,0.00,NULL,NULL
2022-10-01,125,MITCHELL DENTAL CLINIC,80,5,909,8.8008800880088009,South West,0.063,6.25,16,48
2022-10-01,124,INJUNE DENTAL CLINIC,29,0,909,3.1903190319031903,South West,0.000,0.00,NULL,NULL
2022-10-01,123,DIRRANBANDI DENTAL CLINIC,14,0,909,1.5401540154015402,South West,0.000,0.00,NULL,NULL
2022-10-01,122,AUGATHELLA DENTAL CLINIC,2,0,909,0.22002200220022002200,South West,0.000,0.00,NULL,NULL
2022-10-01,65,ROMA HOSPITAL DENTAL CLIN,427,48,909,46.9746974697469747,South West,0.112,11.24,9,27
2022-10-01,64,THARGOMINDAH DENTAL SERVI,2,0,909,0.22002200220022002200,South West,0.000,0.00,NULL,NULL
2022-10-01,62,CHARLEVILLE DENTAL CLINIC,163,36,909,17.9317931793179318,South West,0.221,22.09,5,15
2023-04-01,160,ST GEORGE DENTAL CLINIC,33,5,859,3.8416763678696158,South West,0.152,15.15,7,21
2023-04-01,129,SURAT DENTAL CLINIC,15,5,859,1.7462165308498254,South West,0.333,33.33,3,9
2023-04-01,128,QUILPIE DENTAL CLINIC,28,1,859,3.2596041909196740,South West,0.036,3.57,28,84
2023-04-01,127,MUNGINDI DENTAL CLINIC,11,2,859,1.2805587892898719,South West,0.182,18.18,6,18
2023-04-01,125,MITCHELL DENTAL CLINIC,74,7,859,8.6146682188591385,South West,0.095,9.46,11,33
2023-04-01,124,INJUNE DENTAL CLINIC,22,2,859,2.5611175785797439,South West,0.091,9.09,11,33
2023-04-01,123,DIRRANBANDI DENTAL CLINIC,15,1,859,1.7462165308498254,South West,0.067,6.67,15,45
2023-04-01,122,AUGATHELLA DENTAL CLINIC,2,0,859,0.23282887077997671711,South West,0.000,0.00,NULL,NULL
2023-04-01,65,ROMA HOSPITAL DENTAL CLIN,413,69,859,48.0791618160651921,South West,0.167,16.71,6,18
2023-04-01,64,THARGOMINDAH DENTAL SERVI,3,0,859,0.34924330616996507567,South West,0.000,0.00,NULL,NULL
2023-04-01,63,CUNNAMULLA DENTAL CLINIC,37,9,859,4.3073341094295693,South West,0.243,24.32,4,12
2023-04-01,62,CHARLEVILLE DENTAL CLINIC,206,18,859,23.9813736903376019,South West,0.087,8.74,11,33
2023-07-01,127,MUNGINDI DENTAL CLINIC,12,4,798,1.5037593984962406,South West,0.333,33.33,3,9
2023-07-01,62,CHARLEVILLE DENTAL CLINIC,137,68,798,17.1679197994987469,South West,0.496,49.64,2,6
2023-07-01,63,CUNNAMULLA DENTAL CLINIC,49,6,798,6.1403508771929825,South West,0.122,12.24,8,24
2023-07-01,64,THARGOMINDAH DENTAL SERVI,3,0,798,0.37593984962406015038,South West,0.000,0.00,NULL,NULL
2023-07-01,65,ROMA HOSPITAL DENTAL CLIN,400,150,798,50.1253132832080201,South West,0.375,37.50,3,9
2023-07-01,160,ST GEORGE DENTAL CLINIC,47,12,798,5.8897243107769424,South West,0.255,25.53,4,12
2023-07-01,123,DIRRANBANDI DENTAL CLINIC,16,0,798,2.0050125313283208,South West,0.000,0.00,NULL,NULL
2023-07-01,129,SURAT DENTAL CLINIC,17,9,798,2.1303258145363409,South West,0.529,52.94,2,6
2023-07-01,128,QUILPIE DENTAL CLINIC,19,13,798,2.3809523809523810,South West,0.684,68.42,1,3
